,Marital status,Application mode,Application order,Course,Daytime_evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1451,1,1,1,9003,1,1,148,1,19,37,9,9,131.6,,0,0,1,1,0,19,0,8,12,17,11,12,2,4,12,21,12,12.30769231,0,15.5,2.8,-4.06
1452,1,1,,171,1,1,132,1,1,1,4,,,1,0,,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74
1453,1,18,2,9238,,1,126,1,19,37,5,7,,1,,0,1,1,,20,0,1,7,9,6,12,0,2,6,6,6,11.16666667,0,10.8,1.4,1.74
1455,1,1,2,9147,1,1,120,,1,37,4,,113.4,1,0,0,1,1,1,19,0,0,5,5,,0,0,0,5,5,0,0,0,11.1,0.6,2.02
1459,1,18,,9147,,1,,1,37,37,7,7,112,1,0,0,0,,0,20,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,
1460,1,39,1,9670,1,1,,1,38,37,7,7,140,0,0,,1,1,0,24,0,0,6,15,4,,0,0,6,,4,12.5,0,15.5,2.8,-4.06
1461,1,44,1,,1,39,150,1,38,38,9,8,150,1,,,1,1,,20,0,0,6,8,5,12.85714286,0,0,6,11,6,12.3,,16.2,0.3,-0.92
1463,1,51,1,9119,1,1,140,,1,,4,4,150,,0,0,1,,0,23,0,0,5,7,2,13,0,0,5,11,1,10,0,8.9,1.4,3.51
1465,1,43,4,8014,0,1,116,1,,34,0,0,116.2,0,0,0,1,1,0,,,9,,11,11,12.45454545,,3,11,,8,12.75,0,9.4,-0.8,-3.12
1466,1,,2,9119,1,1,120,1,10,,9,9,120.4,1,0,0,1,1,0,20,0,0,,6,3,11,0,0,5,6,0,0,0,10.8,1.4,1.74
1468,1,1,1,9773,1,1,170,1,1,19,,7,155,0,0,0,1,1,1,18,0,0,6,6,6,15.5,0,0,6,6,6,14.16666667,0,11.1,0.6,2.02
1469,1,,3,9254,1,1,123,1,1,1,4,,123.4,,0,0,,1,0,,0,0,6,8,6,12.33333333,0,0,6,6,6,13.66666667,0,11.1,0.6,2.02
1472,1,17,1,9773,1,1,130,1,19,38,4,9,126.2,0,0,0,1,1,1,18,,0,6,7,6,11.33333333,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92
1473,1,17,1,9773,1,1,117,,37,37,0,4,120.5,1,0,0,1,1,0,,0,0,6,12,0,0,,0,6,0,0,0,0,9.4,-0.8,-3.12
1475,1,17,1,9130,1,1,130,1,19,38,4,7,122.5,0,0,0,1,1,0,19,0,0,,11,4,,1,0,5,9,5,12.6,0,,-0.8,-3.12
1476,1,39,1,,0,1,133,1,37,37,9,5,139.2,1,0,1,1,1,0,33,0,0,5,11,,12.5,0,0,5,,2,11.5,1,12.7,,-1.7
1477,1,51,1,171,1,1,128,1,2,1,3,3,,1,0,0,1,1,0,21,0,6,12,12,12,13.66666667,0,4,11,16,11,13,0,8.9,1.4,3.51
1478,2,,1,9003,1,1,133.1,1,1,19,4,4,120,0,0,1,0,1,0,25,0,0,6,17,2,14.5,2,0,6,13,0,0,1,,2.8,-4.06
1479,,1,1,9085,1,1,123,1,1,1,4,,116.7,1,0,0,1,1,1,20,,0,6,10,4,13.2,0,0,6,8,0,0,0,12.4,0.5,1.79
1480,1,53,1,9085,1,42,150,1,1,1,9,,150,1,0,0,1,1,1,22,0,1,7,11,5,12.16666667,,4,8,14,5,14.8,0,8.9,1.4,3.51
1481,,39,1,9773,1,19,133.1,1,37,37,9,1,117.5,0,,0,1,0,0,39,0,,6,10,4,11.25,0,0,6,6,6,11.33333333,0,10.8,1.4,1.74
1482,1,1,2,9670,,1,140,1,3,1,2,6,137.6,1,,0,1,1,1,21,0,0,6,8,6,15.16666667,0,0,6,7,6,14.42857143,0,8.9,1.4,3.51
1483,,17,1,9254,1,,126,1,,1,9,9,124.3,0,0,0,1,0,1,19,0,0,6,8,6,11.16666667,0,0,6,7,4,,0,,,-0.92
1484,,,1,,1,19,133.1,1,37,,9,7,,,0,0,,0,1,26,0,0,7,8,6,10.98333333,0,0,7,8,6,10.98333333,,7.6,2.6,0.32
1485,1,,2,9238,,1,121,1,19,1,4,3,121.4,1,0,0,1,0,1,,0,0,6,8,4,10.75,0,0,,11,5,11.5,0,15.5,2.8,-4.06
1486,,53,1,9085,1,42,140,1,1,3,4,2,142.8,1,,0,0,0,1,20,0,7,12,15,11,13.38461538,0,4,9,13,7,,,8.9,1.4,3.51
1488,1,43,1,8014,0,1,131,,19,37,8,5,125,,0,0,1,1,0,24,0,0,6,13,0,0,3,0,6,6,0,0,0,16.2,0.3,-0.92
1489,1,17,6,9119,1,1,,,19,19,,0,126.1,,0,0,1,1,0,,0,0,5,7,4,13,0,0,5,9,5,14.83333333,3,7.6,2.6,0.32
1490,2,39,1,9003,1,1,120,1,37,37,9,9,155.8,0,0,,1,1,0,29,,0,6,9,,16.11111111,0,,6,7,,13.5,0,13.9,,0.79
1491,1,1,1,9773,,1,133.1,1,,3,9,9,116,0,0,0,1,1,,20,0,0,6,8,6,11.5,0,0,,8,6,11,0,,0.3,-0.92
1492,1,44,1,9130,1,39,110,1,3,4,2,2,110,,0,0,1,1,0,20,0,0,6,15,4,10.75,,0,6,12,2,10.5,0,13.9,-0.3,0.79
1493,1,39,,9670,,19,133.1,1,,1,5,8,97.2,1,0,0,1,1,1,24,0,0,6,10,,11.6,0,0,6,,5,,0,11.1,0.6,2.02
1494,1,39,1,9500,1,19,133.1,1,1,3,2,2,100,0,0,1,1,1,0,24,0,0,7,,,0,3,0,7,,0,0,0,16.2,0.3,-0.92
1495,1,7,1,9119,1,40,140,1,3,1,2,5,140,0,0,0,1,1,0,23,0,0,5,5,5,13.8,0,0,5,7,5,14.14285714,0,11.1,0.6,2.02
1496,1,43,1,,1,1,130,1,1,37,5,5,128,1,0,0,1,1,0,20,0,0,7,8,7,13.58571429,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06
1497,1,17,2,9670,1,1,,1,1,1,,10,115.3,1,0,0,1,1,0,19,0,0,6,8,6,13.85714286,0,0,6,8,5,13,0,15.5,2.8,-4.06
1499,1,44,,9003,1,39,160,1,,,4,4,160,1,,0,1,1,,20,0,0,6,9,6,13.44444444,,0,6,9,5,12.6,0,,-0.3,0.79
1500,,,1,9070,1,1,138,1,38,37,3,3,133.1,0,0,0,1,,0,18,0,0,6,6,6,14,0,0,,7,6,13.85714286,0,8.9,1.4,3.51
1501,1,1,1,9670,1,1,126,1,1,,90,90,119,1,0,1,1,1,0,20,0,0,6,10,1,12,1,0,6,0,0,0,,10.8,1.4,1.74
1502,2,39,1,9991,,1,120,,37,19,5,3,156,1,0,0,1,1,0,,0,0,,5,5,14.2,0,,5,6,5,13.83333333,0,10.8,1.4,1.74
1505,1,17,5,9773,,1,122,1,38,38,7,7,,1,0,0,0,0,,19,0,0,,12,,11,0,0,6,12,3,12,0,9.4,-0.8,-3.12
1507,1,1,1,171,1,1,134,1,19,37,7,7,136.1,1,0,0,1,1,0,19,0,0,0,0,0,,0,0,0,0,0,0,0,9.4,-0.8,-3.12
1508,1,43,1,9070,1,1,134,1,19,37,,7,,1,0,0,1,1,0,22,0,9,13,13,13,14,0,7,12,,12,13,0,15.5,2.8,-4.06
1509,1,43,1,9500,1,1,140,,1,1,6,6,128.2,0,0,0,1,0,0,39,1,,7,,0,0,0,0,8,0,0,0,,12.7,,
1510,1,17,,9254,1,1,127,1,1,1,4,8,126.7,1,0,0,0,1,0,22,0,0,1,1,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79
1512,1,17,,171,1,1,143,,19,37,5,9,156.3,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02
1513,,10,1,9254,1,1,115,24,,1,,,,1,0,0,1,0,0,,1,0,6,6,,13.5,0,0,6,6,6,14.33333333,0,12.4,0.5,
1514,,17,1,9500,1,1,131,1,,37,9,9,123.8,1,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,,0,0,15.5,2.8,-4.06
1515,1,,1,171,1,1,146,1,19,37,9,7,153,1,0,0,1,0,1,,0,,17,,17,13.38888889,0,15,17,18,17,14.88888889,0,11.1,0.6,2.02
1516,1,7,1,9500,1,5,140,1,19,1,4,1,140,1,0,0,0,0,0,,,0,7,0,0,,0,0,8,,0,0,0,12.4,0.5,1.79
1517,1,17,1,171,1,1,135,1,19,1,4,1,131.9,,0,0,1,1,0,19,0,,12,12,12,13.58333333,0,4,11,12,11,,0,8.9,1.4,
1519,1,39,1,9147,1,12,133.1,1,1,1,9,4,140,1,0,1,,,0,24,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,
1520,1,39,1,9991,0,1,120,1,19,19,,9,115,1,0,0,1,1,0,27,0,0,5,9,1,10,0,0,5,5,0,0,,12.7,3.7,-1.7
1521,2,39,1,,0,1,133.1,1,37,37,9,9,168,0,0,0,1,1,0,29,0,0,5,5,5,15.2,0,0,5,5,5,15.2,0,11.1,0.6,2.02
1522,1,17,1,9085,1,,130,1,19,1,9,4,101.3,1,0,0,1,1,,20,,,6,12,4,12.8,0,0,6,17,0,0,0,12.4,0.5,
1523,1,1,1,9670,1,1,125,,19,1,7,,122.6,0,,0,1,1,0,21,0,0,5,7,5,11.16666667,0,0,5,5,4,11,0,9.4,-0.8,-3.12
1525,1,1,1,9500,1,1,151,1,,1,4,,,0,,0,1,1,0,19,0,0,8,9,7,12.82857143,0,0,8,9,7,12.82857143,0,12.7,3.7,-1.7
1526,1,17,1,9773,,1,112,1,1,1,5,1,111.7,,0,1,0,1,0,19,0,0,,6,6,12.5,0,0,6,10,4,12.6,0,15.5,,-4.06
1527,1,39,1,9119,1,1,120,1,37,37,9,9,98.7,0,,0,1,,1,28,0,0,5,12,3,10,,0,5,10,3,12.4,0,12.4,0.5,1.79
1528,1,15,1,9254,1,1,140,26,19,1,9,7,140,1,0,,0,0,0,21,,0,6,6,6,11.5,0,0,6,,4,13.25,0,13.9,-0.3,0.79
1529,1,10,1,9500,1,1,140,24,3,3,2,9,140,1,0,1,,0,0,23,1,0,8,11,7,11.32857143,0,0,8,,7,11.32857143,,12.7,3.7,-1.7
1531,1,17,3,9500,1,1,143,1,38,1,,5,133.8,,0,0,1,0,0,18,0,,7,7,,13.03333333,0,0,7,7,6,13.03333333,0,7.6,2.6,0.32
1532,,15,1,9773,1,1,133.1,41,37,37,9,6,,0,0,0,1,0,0,59,1,0,6,8,6,12.16666667,0,0,6,,4,11.75,0,11.1,0.6,2.02
1534,1,1,1,,1,1,136,1,1,38,9,9,130.8,1,0,0,1,0,0,,0,0,5,7,5,14.4,1,0,5,5,5,13.6,0,12.7,3.7,-1.7
1536,1,39,1,9500,1,1,130,1,37,19,9,8,106.2,,0,0,1,0,0,27,0,0,7,14,0,0,0,0,7,14,,0,,11.1,0.6,2.02
1537,1,1,1,9238,1,1,141,1,,,9,10,125.6,1,0,0,1,0,1,18,0,0,,6,6,12.66666667,0,0,6,,6,,0,9.4,-0.8,
1538,1,18,5,9853,1,1,,1,38,19,7,7,117.5,1,0,1,0,0,0,20,0,,,14,2,12,0,0,6,14,3,11.66666667,0,10.8,1.4,1.74
1539,2,39,1,9119,1,3,120,1,37,37,4,,122.5,0,0,0,0,0,0,32,0,0,5,6,0,0,0,0,5,5,0,0,,12.7,3.7,-1.7
1540,1,17,1,9147,1,1,129,,,37,3,5,132.9,1,0,0,1,0,0,19,0,0,5,5,3,11.66666667,0,0,5,10,4,10.8,0,9.4,-0.8,-3.12
1541,2,39,1,9853,1,12,,1,37,37,7,8,103,0,0,0,1,0,0,41,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,,-0.92
1542,4,17,5,8014,0,1,,1,,,90,90,107,0,0,0,1,0,0,38,0,0,5,12,1,10,0,0,5,10,0,,0,10.8,,1.74
1543,,7,,9130,1,2,133.1,,42,1,4,9,100,0,0,,1,1,,,,0,7,,,0,1,0,6,9,0,0,0,8.9,1.4,3.51
1544,1,39,1,,0,1,133.1,1,34,34,0,0,100,1,0,0,1,0,0,27,0,0,6,11,,12.25,0,0,,16,3,12,0,7.6,2.6,0.32
1545,1,17,1,9070,1,1,139,1,1,37,4,9,131.3,1,0,0,1,0,,19,0,0,6,10,4,,1,0,6,6,6,12.5,0,7.6,2.6,0.32
1547,2,39,1,9991,0,9,133.1,1,34,34,0,0,118.4,0,0,0,0,0,0,39,0,,,5,,,0,0,,5,0,0,0,7.6,,0.32
1548,2,7,1,9254,1,2,100,1,37,37,9,9,100,0,0,0,0,0,0,37,0,0,5,5,,0,0,0,5,10,0,0,0,10.8,1.4,1.74
1549,,39,,9500,1,1,110,,38,38,9,9,110,0,0,0,0,0,0,37,0,0,8,8,0,0,1,0,8,8,0,0,1,12.7,3.7,-1.7
1550,2,43,1,,0,1,133.1,1,34,,0,0,100,0,0,,1,0,,35,,11,16,16,16,12.6875,0,11,13,13,13,12,0,9.4,,-3.12
1551,1,43,,9147,,1,123,1,37,37,9,9,106.2,0,0,0,,0,0,49,0,9,13,22,10,10.4,0,4,9,18,6,10.66666667,0,,3.7,-1.7
1552,1,7,1,9147,1,40,110,1,37,37,9,,110,0,0,0,1,0,,52,0,11,,26,14,10.46666667,0,9,12,16,12,10.92307692,0,13.9,-0.3,0.79
1553,1,1,2,9085,1,1,130,,,38,5,5,,1,,0,1,,,18,0,0,5,10,5,14.33333333,2,0,5,8,5,,1,9.4,-0.8,-3.12
1554,1,39,,8014,0,1,133.1,1,37,37,9,9,112.5,0,0,0,1,0,1,30,0,0,7,7,6,14.66666667,1,0,6,,6,14.33333333,0,,,1.74
1555,,1,2,9500,1,1,97,1,1,19,2,7,98.1,1,0,0,1,0,0,21,0,0,7,7,7,12.83571429,0,0,8,8,8,14.23125,0,11.1,0.6,2.02
1556,1,,1,9119,1,1,,1,37,19,9,,140.2,1,0,0,1,1,0,20,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,
1558,1,16,1,171,,1,150,1,37,37,9,9,134.6,1,0,0,1,,0,19,0,0,0,0,0,,0,0,0,0,0,0,0,7.6,2.6,0.32
1559,1,,3,9500,1,1,141,,3,19,2,10,,1,0,0,,1,0,18,0,0,8,8,8,13.24875,0,0,8,8,8,13.24875,0,9.4,-0.8,-3.12
1562,1,1,4,9147,1,1,116,1,1,1,3,4,113.6,1,0,0,1,0,1,22,0,0,5,,3,14,,0,,8,5,12.4,0,11.1,0.6,2.02
1565,1,17,6,9238,,1,135,1,1,19,7,7,126.6,1,0,0,1,0,1,19,0,0,6,8,6,13.625,0,0,6,7,,12.16666667,0,12.7,,-1.7
1566,1,17,5,9500,1,1,144,1,19,38,9,5,130.7,1,0,0,1,0,1,18,0,0,7,8,7,14.85,0,0,8,9,8,15.61111111,0,13.9,-0.3,0.79
1567,1,,2,9147,1,1,108,,1,19,4,4,105.9,1,,0,1,1,0,21,0,0,5,9,4,10.75,0,0,5,6,5,11.4,0,11.1,0.6,2.02
1569,1,43,,9130,1,1,133.1,,37,37,9,6,,0,0,0,1,0,0,37,,0,6,0,0,0,0,0,6,0,0,0,,13.9,-0.3,0.79
1571,1,39,1,9003,1,19,,1,37,37,9,10,120,0,0,1,0,1,,38,0,0,6,8,0,0,0,0,,10,0,0,0,16.2,0.3,-0.92
1572,,,1,9991,0,12,130,1,37,37,90,90,119,1,0,0,0,1,0,55,0,0,5,5,0,0,,0,5,5,,0,0,7.6,2.6,0.32
1573,5,,1,,1,1,133.1,1,37,37,,7,110,0,0,1,0,,0,28,0,0,6,17,5,13,0,0,6,11,4,11.75,0,13.9,-0.3,0.79
1574,5,7,1,9991,,2,120,1,37,37,6,6,120,0,0,0,1,0,0,46,0,6,,12,8,,0,4,9,11,,12.4,0,8.9,1.4,3.51
1575,1,1,4,171,1,1,131,1,,19,4,4,119.8,1,1,0,1,0,0,22,0,0,0,0,0,0,0,0,0,,0,0,0,16.2,0.3,-0.92
1576,2,39,2,9670,1,19,133.1,1,37,37,9,9,135.6,0,0,0,1,0,0,46,0,0,6,10,5,11.4,0,0,6,9,4,13.75,,12.4,0.5,1.79
1578,1,1,3,9085,1,1,131,1,37,,9,8,136.3,1,0,,0,0,0,18,0,0,5,7,3,,0,0,5,8,3,,0,,2.6,0.32
1580,1,,1,9773,1,1,146,1,37,37,9,7,149.2,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,14.16666667,0,,3.7,-1.7
1582,,43,1,9991,0,1,120,1,,37,3,9,100,0,0,0,1,0,,34,0,0,5,9,0,0,0,0,5,10,1,11,0,13.9,-0.3,0.79
1583,1,17,1,9853,1,1,119,1,37,38,9,9,125,1,0,,1,0,,21,0,0,6,,5,12,0,,6,8,,,0,10.8,1.4,1.74
1584,1,1,,9773,1,1,132,1,37,19,9,9,131,1,0,0,1,0,1,18,0,0,6,8,5,,0,0,6,7,,13,0,15.5,2.8,-4.06
1585,1,1,1,171,1,1,130,1,29,38,9,8,122,1,0,0,1,1,0,20,0,0,0,,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32
1588,1,17,1,9254,1,,119,,37,37,5,4,118,1,0,0,1,1,0,19,0,0,6,,2,10.5,0,0,6,11,1,12,0,10.8,1.4,1.74
1589,1,17,2,8014,0,1,134,1,1,19,,99,126,,0,0,1,1,0,22,0,0,,7,6,12.66666667,,0,,6,6,12.16666667,0,7.6,2.6,0.32
1590,1,44,1,9003,,39,120,1,1,,4,7,120,0,0,0,1,,0,23,0,1,6,6,1,11,0,0,6,,0,0,0,15.5,2.8,-4.06
1591,1,17,4,171,1,1,172,1,,1,,10,155.6,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.8,-3.12
1593,1,,3,171,1,1,129,,38,37,9,3,127.3,1,0,1,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,,0,,-0.8,-3.12
1597,1,1,1,9773,1,1,164,1,19,1,9,9,161.2,0,0,0,1,1,1,18,0,0,6,7,6,15.57142857,,0,6,7,6,,0,13.9,-0.3,0.79
1598,1,17,1,,1,1,136,1,37,37,7,7,140.9,1,0,0,1,1,0,18,0,0,6,10,4,12,0,0,6,7,5,11.8,0,9.4,-0.8,-3.12
1599,1,17,1,,1,1,117,1,38,38,9,9,111.1,0,0,1,1,1,0,19,0,0,6,6,4,11.25,0,,6,6,3,11.33333333,0,16.2,0.3,-0.92
1600,1,1,4,171,,1,131,1,1,1,0,3,,1,0,,1,1,0,18,0,0,0,0,0,0,0,,0,0,0,0,0,11.1,,2.02
1603,1,44,1,,1,39,120,1,19,38,6,6,120,,0,0,1,1,0,19,0,0,6,8,,12.14285714,0,0,6,11,5,13.6,0,12.4,,1.79
1604,1,39,1,9003,1,19,133.1,1,,,9,8,120,,0,1,0,1,0,27,0,0,6,11,2,11.5,0,0,6,7,0,0,0,8.9,1.4,3.51
1606,1,1,5,9254,1,1,101,1,3,19,3,9,98.9,1,0,0,1,1,,20,0,0,6,10,,13,0,0,6,6,6,13,0,12.4,0.5,1.79
1607,1,,6,,1,1,,1,,3,2,1,136.3,1,0,0,1,1,0,18,0,0,8,9,8,,1,0,8,9,8,12.8875,1,9.4,-0.8,-3.12
1609,,1,2,9070,1,1,145,1,38,19,7,7,130,1,0,0,1,1,0,18,,0,6,7,6,12.83333333,0,0,6,7,6,12.57142857,0,8.9,1.4,3.51
1610,1,1,1,9147,,1,160,1,,38,4,7,141.5,1,0,0,,1,0,18,0,,5,,3,10.66666667,1,0,5,,2,,0,9.4,-0.8,-3.12
1612,,17,2,9500,1,1,125,,19,19,5,5,114.5,1,0,0,,0,,18,0,0,,11,6,11.98333333,0,0,,12,8,12.28125,0,16.2,0.3,-0.92
1613,1,39,1,8014,0,15,133.1,1,34,34,0,0,100,1,0,0,0,0,0,37,0,0,5,9,0,0,,0,5,5,0,0,5,9.4,-0.8,-3.12
1614,2,39,1,8014,0,1,120,1,38,37,5,3,110.5,0,0,,1,,1,36,,0,6,,6,11.83333333,0,0,6,6,6,11.5,0,10.8,1.4,
1615,2,39,1,9085,1,19,,1,19,19,9,5,101,1,0,0,1,0,0,26,0,0,6,21,3,12.66666667,0,0,6,15,2,11,0,15.5,2.8,-4.06
1616,1,1,1,9085,,1,121,,37,38,,9,121,0,0,0,1,0,0,19,0,0,5,9,4,,1,0,5,8,4,14.5,0,7.6,2.6,
1617,1,39,1,8014,0,1,120,1,37,1,7,4,95,1,0,,1,0,0,24,,0,6,8,5,11.4,0,,6,8,5,11.8,0,15.5,2.8,-4.06
1618,1,1,,9773,1,1,130,109,,1,9,9,126.9,1,0,0,1,0,1,19,,0,6,8,6,13.16666667,0,0,6,6,6,,,11.1,0.6,2.02
1619,1,42,1,9670,1,1,130,1,1,1,9,10,116.3,1,0,0,1,0,1,20,0,3,7,10,6,12.83333333,0,2,8,,5,11.8,0,12.7,,-1.7
1620,1,18,,9670,1,1,128,,19,3,9,7,,1,0,0,1,0,0,19,0,0,6,,6,14.125,0,0,6,10,5,14.5,0,11.1,0.6,2.02
1621,1,1,,9085,,1,126,1,38,37,9,9,123.6,1,0,0,,0,0,21,0,0,5,10,3,11.66666667,0,0,5,5,5,13,0,,1.4,1.74
1622,2,39,1,9556,1,,120,1,37,37,9,,,0,0,0,0,0,0,50,0,0,7,18,6,10.25,0,0,7,14,4,11.25,0,12.7,3.7,-1.7
1623,2,39,1,9556,1,1,100,1,37,37,9,9,120,0,,0,1,0,0,47,0,1,7,16,6,12.51428571,0,0,7,15,4,11.75,0,12.7,3.7,-1.7
1624,1,42,,9853,1,1,120,1,1,19,4,7,111.3,0,0,0,1,0,,24,0,,13,17,10,11.5,0,7,13,,9,10.44444444,0,16.2,0.3,-0.92
1625,1,39,1,9991,0,1,110,1,37,37,7,10,,0,0,,0,0,0,48,,0,,5,1,10,0,0,5,5,0,0,0,15.5,2.8,-4.06
1626,1,1,1,9085,,,127,,37,2,9,4,123.2,,,,1,0,1,,,0,,7,,15.71428571,0,0,6,17,5,12.77777778,,12.4,0.5,1.79
1627,1,44,1,9991,,39,130,1,37,37,5,5,130,1,,0,1,1,0,32,0,2,6,9,4,12.5,0,3,7,7,4,11,0,9.4,-0.8,-3.12
1628,1,1,1,9670,1,1,141,1,19,3,4,0,137.9,1,,0,0,1,0,20,0,0,5,6,3,,0,0,5,5,4,12.75,0,7.6,2.6,0.32
1629,1,39,1,,1,1,120,1,37,38,9,,100,,0,1,1,1,0,24,0,0,5,,0,0,,0,5,5,0,0,0,16.2,,-0.92
1630,2,39,1,9130,1,19,133.1,1,37,38,9,9,120,0,0,0,1,1,,53,0,0,5,9,4,12.25,2,0,5,,4,11.75,0,9.4,-0.8,-3.12
1631,2,39,1,9773,1,19,133.1,1,,19,,4,131,0,0,1,0,1,0,42,0,0,4,5,0,0,0,0,4,4,0,0,0,13.9,-0.3,0.79
1632,2,,1,9991,0,12,133.1,1,37,37,9,9,133.8,1,0,0,1,1,0,52,0,0,5,5,5,13.6,0,0,5,5,5,14.2,0,7.6,2.6,0.32
1634,2,39,1,9991,0,1,110,1,37,37,9,10,150,0,0,0,1,1,0,49,0,,5,6,5,12.2,,0,5,9,5,11.8,0,15.5,2.8,-4.06
1635,1,17,1,9670,1,1,125,1,,37,,5,126.4,0,0,0,1,1,1,18,0,0,6,7,6,12.28571429,0,0,6,7,6,13.33333333,1,16.2,0.3,-0.92
1636,2,39,1,9130,1,1,130,1,1,19,6,,154,1,0,0,1,1,0,37,0,1,5,12,3,12,2,1,5,8,4,13,1,10.8,1.4,1.74
1637,1,,1,9500,,1,121,1,1,1,4,4,114.9,0,0,0,1,1,1,21,0,0,7,9,6,13.34285714,0,0,8,10,7,11.65,0,12.4,,1.79
1638,1,39,1,9670,1,9,133.1,1,37,37,5,3,110,0,0,1,1,1,0,26,0,,5,5,0,0,0,0,5,5,,0,0,9.4,-0.8,-3.12
1639,1,1,1,9070,1,1,147,1,3,1,2,3,149.8,1,0,0,1,1,0,20,0,5,12,12,11,14.27272727,0,5,12,12,11,14.81818182,0,16.2,0.3,-0.92
1640,1,1,4,,1,1,,1,1,37,4,3,117.9,1,0,0,1,0,1,19,,0,7,9,7,12.1375,0,0,8,9,8,12.91111111,0,12.4,0.5,1.79
1641,1,1,2,9070,1,1,164,1,38,38,9,7,165.8,1,0,0,1,,0,18,0,0,6,7,6,14.16666667,0,0,,7,6,14.85714286,0,9.4,-0.8,-3.12
1642,1,17,5,9500,1,1,,1,1,1,,4,127.6,1,0,0,1,0,0,18,0,0,7,7,7,13.52857143,0,0,8,9,8,14.65555556,0,12.4,0.5,1.79
1643,1,17,2,8014,0,1,,1,37,19,9,9,123.8,0,0,,1,0,,20,0,0,,8,5,12,0,0,6,8,6,11,0,10.8,,1.74
1644,1,17,,9254,1,1,124,1,3,3,3,3,126.1,1,0,,,0,0,20,0,0,5,5,5,11.4,0,0,6,11,,11,0,10.8,1.4,1.74
1645,1,1,,171,1,1,,1,3,19,,7,119.7,1,0,0,,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.4,3.51
1646,,1,2,171,1,1,117,1,,19,3,3,121.6,1,0,0,1,0,0,,0,6,12,,12,12.91666667,0,4,11,16,11,14.5,0,8.9,1.4,3.51
1647,1,43,,9500,1,1,140,1,1,,,7,100,0,,0,1,0,1,18,0,0,7,8,7,13.6375,,0,8,8,8,14.3875,0,13.9,-0.3,0.79
1648,1,1,5,9500,1,1,130,1,19,37,9,7,127.6,1,,,1,0,0,18,0,0,7,,7,12.9,0,0,8,,7,12.14285714,0,15.5,2.8,-4.06
1649,1,1,1,,1,1,138,,1,38,4,,132.5,1,0,0,1,0,1,19,0,0,8,8,7,14.36,0,,8,,7,14.36,0,10.8,1.4,1.74
1651,1,1,3,9500,1,1,142,1,1,1,4,7,131,1,0,0,1,0,0,18,0,0,8,8,7,14.7,0,0,8,8,,14.7,0,10.8,1.4,1.74
1653,1,1,3,9556,1,1,122,1,19,19,,10,113.3,1,0,0,1,0,1,20,,,7,7,7,13,0,0,8,,8,15.0625,0,12.4,0.5,1.79
1654,1,1,2,9853,1,1,131,1,,1,2,9,121.9,1,0,0,1,0,0,20,0,,6,6,6,13.5,0,0,6,6,,0,0,,3.7,-1.7
1655,1,1,2,9085,1,1,120,1,38,1,9,3,118.3,1,0,0,1,0,0,20,0,0,5,11,5,12.33333333,2,0,5,7,5,12.6,,9.4,-0.8,-3.12
1656,1,1,1,9147,1,,131,1,3,,1,4,118.8,0,0,0,,0,0,19,0,0,5,6,5,13.4,0,0,5,6,,13,0,16.2,0.3,
1658,,43,3,171,1,1,120,1,37,37,9,9,,1,0,,1,0,1,20,0,0,,0,0,0,,0,0,0,0,0,0,7.6,2.6,0.32
1660,1,,1,9085,,42,160,1,1,19,4,6,155.7,1,0,,1,0,0,27,0,7,12,,11,14.72727273,0,4,9,10,7,14.14285714,0,8.9,1.4,3.51
1661,1,1,2,9085,1,1,157,1,3,3,5,2,153.9,1,0,0,1,0,0,18,0,0,6,7,6,16.57142857,0,0,6,6,6,15.66666667,0,13.9,-0.3,0.79
1662,1,,1,9500,1,1,150,1,19,1,4,4,137.8,0,0,0,1,0,0,18,0,0,7,10,,15.145,0,0,8,8,8,15.7425,0,15.5,2.8,-4.06
